EmployeeID,Name,Department,JobRole,MonthlyIncome,OverTime,Attrition_Probability,Attrition_Risk_Level,EngagementScore,Engagement_Category,CurrentSkills,MissingSkills,SkillGapCount,UpskillingRecommendation
158,Employee #158,Sales,Manager,16959.0,Yes,0.0254,LOW,94.82,HIGH,"Strategic Planning, Leadership","Project Management, Budgeting, Performance Management",3,Professional Skill Development: Project Management; Professional Skill Development: Budgeting
159,Employee #159,Research & Development,Research Scientist,2613.0,No,0.0586,LOW,89.12,HIGH,"R, Python, Lab Equipment","Data Analysis, Statistics, Machine Learning",3,Professional Skill Development: Data Analysis; Professional Skill Development: Statistics
160,Employee #160,Sales,Sales Executive,6146.0,No,0.018,LOW,74.9,MEDIUM,"CRM Software, Negotiation, Lead Generation","Salesforce, Communication, Excel",3,Salesforce CRM Administrator & Cloud Management; Professional Skill Development: Communication
161,Employee #161,Research & Development,Research Scientist,4963.0,Yes,0.2117,LOW,84.05,HIGH,"Data Analysis, R, Lab Equipment","Python, Statistics, Machine Learning",3,Advanced Python Programming & Data Science Masterclass; Professional Skill Development: Statistics
162,Employee #162,Research & Development,Research Director,19537.0,No,0.0373,LOW,58.3,MEDIUM,"Grant Writing, Python, Leadership","R&D Strategy, Data Analysis",2,Professional Skill Development: R&D Strategy; Professional Skill Development: Data Analysis
163,Employee #163,Sales,Sales Executive,6172.0,Yes,0.8019,HIGH,60.16,MEDIUM,"CRM Software, Negotiation, Communication, Salesforce","Lead Generation, Excel",2,B2B Digital Marketing & Modern Sales Pipelines; Professional Skill Development: Excel
164,Employee #164,Research & Development,Research Scientist,2368.0,No,0.0333,LOW,85.98,HIGH,"R, Data Analysis, Python, Statistics, Lab Equipment",Machine Learning,1,Applied Machine Learning & MLOps Specialization
165,Employee #165,Research & Development,Healthcare Representative,10312.0,No,0.0026,LOW,74.33,MEDIUM,"Communication, Medical Records, Patient Care","Customer Service, EMR Software",2,Professional Skill Development: Customer Service; Healthcare Electronic Medical Records Administration
167,Employee #167,Sales,Sales Representative,1675.0,Yes,0.9521,HIGH,55.24,MEDIUM,"Customer Service, CRM, Salesforce","Cold Calling, Communication",2,Professional Skill Development: Cold Calling; Professional Skill Development: Communication
169,Employee #169,Research & Development,Laboratory Technician,2523.0,No,0.0867,LOW,92.59,HIGH,"Data Entry, Quality Control, Sample Preparation","Lab Safety, Excel",2,ISO Certified Laboratory Safety & Bio-hazard Compliance; Professional Skill Development: Excel
170,Employee #170,Research & Development,Manufacturing Director,6567.0,No,0.0107,LOW,93.59,HIGH,"Lean Six Sigma, Budgeting, Operations Management","Supply Chain, ERP",2,Global Supply Chain Operations & Logistics Architecture; Professional Skill Development: ERP
171,Employee #171,Research & Development,Research Scientist,4739.0,No,0.0642,LOW,87.61,HIGH,"Statistics, Data Analysis, Python","R, Machine Learning, Lab Equipment",3,Statistical Computing & Data Visualization in R; Applied Machine Learning & MLOps Specialization
174,Employee #174,Sales,Sales Executive,9208.0,No,0.063,LOW,68.19,MEDIUM,"CRM Software, Negotiation, Lead Generation","Salesforce, Communication, Excel",3,Salesforce CRM Administrator & Cloud Management; Professional Skill Development: Communication
175,Employee #175,Sales,Sales Executive,4559.0,Yes,0.764,HIGH,75.88,HIGH,"Excel, Salesforce, Negotiation, CRM Software","Communication, Lead Generation",2,Professional Skill Development: Communication; B2B Digital Marketing & Modern Sales Pipelines
176,Employee #176,Sales,Sales Executive,8189.0,Yes,0.0659,LOW,57.54,MEDIUM,"Negotiation, Salesforce, Communication","CRM Software, Lead Generation, Excel",3,Professional Skill Development: CRM Software; B2B Digital Marketing & Modern Sales Pipelines
177,Employee #177,Human Resources,Human Resources,2942.0,No,0.0241,LOW,76.33,HIGH,"Payroll, Workday, Recruiting","HRIS, Employee Relations, Compliance",3,Modern HRIS Technology & HR Analytics Management; Professional Skill Development: Employee Relations
178,Employee #178,Research & Development,Manufacturing Director,4941.0,No,0.0518,LOW,59.85,MEDIUM,"Budgeting, Operations Management, Supply Chain","ERP, Lean Six Sigma",2,Professional Skill Development: ERP; Lean Six Sigma Green Belt Enterprise Certification
179,Employee #179,Research & Development,Manufacturing Director,10650.0,No,0.0836,LOW,90.83,HIGH,"Lean Six Sigma, Budgeting","Supply Chain, Operations Management, ERP",3,Global Supply Chain Operations & Logistics Architecture; Professional Skill Development: Operations Management
182,Employee #182,Sales,Sales Executive,5902.0,No,0.0054,LOW,85.74,HIGH,"Communication, Lead Generation, Negotiation","CRM Software, Salesforce, Excel",3,Professional Skill Development: CRM Software; Salesforce CRM Administrator & Cloud Management
183,Employee #183,Sales,Sales Executive,8639.0,No,0.3442,MEDIUM,87.09,HIGH,"Communication, Lead Generation, Negotiation","CRM Software, Salesforce, Excel",3,Professional Skill Development: CRM Software; Salesforce CRM Administrator & Cloud Management
184,Employee #184,Human Resources,Human Resources,6347.0,Yes,0.2244,LOW,62.21,MEDIUM,"Compliance, Payroll, Employee Relations, Workday","HRIS, Recruiting",2,Modern HRIS Technology & HR Analytics Management; Professional Skill Development: Recruiting
190,Employee #190,Research & Development,Laboratory Technician,4200.0,No,0.4535,MEDIUM,77.57,HIGH,"Sample Preparation, Quality Control","Lab Safety, Data Entry, Excel",3,ISO Certified Laboratory Safety & Bio-hazard Compliance; Professional Skill Development: Data Entry
192,Employee #192,Research & Development,Research Scientist,3452.0,No,0.0774,LOW,84.16,HIGH,"Data Analysis, R, Python, Lab Equipment","Statistics, Machine Learning",2,Professional Skill Development: Statistics; Applied Machine Learning & MLOps Specialization
193,Employee #193,Research & Development,Research Scientist,4317.0,Yes,0.1585,LOW,82.53,HIGH,"Machine Learning, Lab Equipment, R, Python","Data Analysis, Statistics",2,Professional Skill Development: Data Analysis; Professional Skill Development: Statistics
194,Employee #194,Research & Development,Research Scientist,2632.0,No,0.1166,LOW,55.9,MEDIUM,"Machine Learning, Data Analysis, R","Python, Statistics, Lab Equipment",3,Advanced Python Programming & Data Science Masterclass; Professional Skill Development: Statistics
195,Employee #195,Sales,Sales Executive,4668.0,No,0.0067,LOW,66.36,MEDIUM,"Excel, Lead Generation, Negotiation","CRM Software, Salesforce, Communication",3,Professional Skill Development: CRM Software; Salesforce CRM Administrator & Cloud Management
197,Employee #197,Research & Development,Research Scientist,3204.0,No,0.041,LOW,84.99,HIGH,"Statistics, Python, R","Data Analysis, Machine Learning, Lab Equipment",3,Professional Skill Development: Data Analysis; Applied Machine Learning & MLOps Specialization
198,Employee #198,Research & Development,Laboratory Technician,2720.0,No,0.0778,LOW,58.85,MEDIUM,"Excel, Quality Control, Sample Preparation","Lab Safety, Data Entry",2,ISO Certified Laboratory Safety & Bio-hazard Compliance; Professional Skill Development: Data Entry
199,Employee #199,Research & Development,Manager,17181.0,No,0.1314,LOW,93.5,HIGH,"Performance Management, Project Management, Budgeting","Leadership, Strategic Planning",2,Professional Skill Development: Leadership; Executive Leadership & Strategic Workforce Planning
200,Employee #200,Research & Development,Laboratory Technician,2238.0,No,0.062,LOW,79.0,HIGH,"Data Entry, Quality Control, Sample Preparation","Lab Safety, Excel",2,ISO Certified Laboratory Safety & Bio-hazard Compliance; Professional Skill Development: Excel
201,Employee #201,Research & Development,Laboratory Technician,1483.0,No,0.284,MEDIUM,61.75,MEDIUM,"Lab Safety, Quality Control, Excel","Sample Preparation, Data Entry",2,Professional Skill Development: Sample Preparation; Professional Skill Development: Data Entry
202,Employee #202,Research & Development,Research Scientist,5605.0,No,0.0146,LOW,91.06,HIGH,"Python, Data Analysis, R, Machine Learning","Statistics, Lab Equipment",2,Professional Skill Development: Statistics; Professional Skill Development: Lab Equipment
204,Employee #204,Sales,Sales Executive,7295.0,No,0.0156,LOW,63.28,MEDIUM,"Lead Generation, Salesforce, Negotiation","CRM Software, Communication, Excel",3,Professional Skill Development: CRM Software; Professional Skill Development: Communication
205,Employee #205,Sales,Sales Representative,2306.0,Yes,0.2874,MEDIUM,56.89,MEDIUM,"CRM, Communication, Cold Calling","Salesforce, Customer Service",2,Salesforce CRM Administrator & Cloud Management; Professional Skill Development: Customer Service
206,Employee #206,Research & Development,Laboratory Technician,2348.0,No,0.0384,LOW,86.22,HIGH,"Quality Control, Excel, Lab Safety","Sample Preparation, Data Entry",2,Professional Skill Development: Sample Preparation; Professional Skill Development: Data Entry
207,Employee #207,Sales,Sales Executive,8998.0,No,0.0951,LOW,65.84,MEDIUM,"Negotiation, CRM Software, Excel, Salesforce","Communication, Lead Generation",2,Professional Skill Development: Communication; B2B Digital Marketing & Modern Sales Pipelines
208,Employee #208,Research & Development,Manufacturing Director,4319.0,No,0.0021,LOW,79.92,HIGH,"Operations Management, Supply Chain, Budgeting","ERP, Lean Six Sigma",2,Professional Skill Development: ERP; Lean Six Sigma Green Belt Enterprise Certification
211,Employee #211,Research & Development,Manufacturing Director,6132.0,No,0.0259,LOW,61.96,MEDIUM,"Budgeting, Lean Six Sigma, Supply Chain","Operations Management, ERP",2,Professional Skill Development: Operations Management; Professional Skill Development: ERP
214,Employee #214,Research & Development,Research Scientist,3346.0,Yes,0.2441,LOW,76.58,HIGH,"Lab Equipment, Python, Data Analysis, R","Statistics, Machine Learning",2,Professional Skill Development: Statistics; Applied Machine Learning & MLOps Specialization
215,Employee #215,Sales,Sales Executive,10855.0,No,0.0524,LOW,65.1,MEDIUM,"Communication, Excel, Salesforce","CRM Software, Negotiation, Lead Generation",3,Professional Skill Development: CRM Software; Professional Skill Development: Negotiation
216,Employee #216,Sales,Sales Representative,2231.0,No,0.2007,LOW,85.44,HIGH,"Communication, Customer Service, Cold Calling","Salesforce, CRM",2,Salesforce CRM Administrator & Cloud Management; Professional Skill Development: CRM
217,Employee #217,Research & Development,Research Scientist,2323.0,No,0.0132,LOW,61.79,MEDIUM,"R, Statistics, Machine Learning","Python, Data Analysis, Lab Equipment",3,Advanced Python Programming & Data Science Masterclass; Professional Skill Development: Data Analysis
218,Employee #218,Research & Development,Research Scientist,2024.0,No,0.0328,LOW,56.35,MEDIUM,"Machine Learning, R, Statistics, Lab Equipment","Python, Data Analysis",2,Advanced Python Programming & Data Science Masterclass; Professional Skill Development: Data Analysis
221,Employee #221,Research & Development,Research Scientist,2713.0,No,0.0606,LOW,75.41,HIGH,"Data Analysis, R, Python, Machine Learning","Statistics, Lab Equipment",2,Professional Skill Development: Statistics; Professional Skill Development: Lab Equipment
223,Employee #223,Research & Development,Healthcare Representative,9439.0,Yes,0.0731,LOW,78.61,HIGH,"Medical Records, Customer Service","Patient Care, EMR Software, Communication",3,Professional Skill Development: Patient Care; Healthcare Electronic Medical Records Administration
224,Employee #224,Research & Development,Research Scientist,2566.0,Yes,0.0819,LOW,61.62,MEDIUM,"Python, Machine Learning, Statistics","Data Analysis, R, Lab Equipment",3,Professional Skill Development: Data Analysis; Statistical Computing & Data Visualization in R
226,Employee #226,Research & Development,Manager,19926.0,No,0.0154,LOW,86.21,HIGH,"Strategic Planning, Leadership, Budgeting","Project Management, Performance Management",2,Professional Skill Development: Project Management; Professional Skill Development: Performance Management
227,Employee #227,Research & Development,Research Scientist,2451.0,No,0.0272,LOW,69.4,MEDIUM,"R, Data Analysis, Python","Statistics, Machine Learning, Lab Equipment",3,Professional Skill Development: Statistics; Applied Machine Learning & MLOps Specialization
228,Employee #228,Sales,Sales Executive,9419.0,No,0.0308,LOW,72.87,MEDIUM,"Salesforce, Communication, CRM Software","Negotiation, Lead Generation, Excel",3,Professional Skill Development: Negotiation; B2B Digital Marketing & Modern Sales Pipelines
230,Employee #230,Sales,Sales Executive,8686.0,No,0.0485,LOW,92.14,HIGH,"Communication, Excel, Negotiation","CRM Software, Salesforce, Lead Generation",3,Professional Skill Development: CRM Software; Salesforce CRM Administrator & Cloud Management
231,Employee #231,Research & Development,Research Scientist,3038.0,No,0.0928,LOW,69.9,MEDIUM,"Statistics, Data Analysis, Lab Equipment","Python, R, Machine Learning",3,Advanced Python Programming & Data Science Masterclass; Statistical Computing & Data Visualization in R
233,Employee #233,Research & Development,Research Scientist,3058.0,Yes,0.282,MEDIUM,87.9,HIGH,"Machine Learning, Lab Equipment, R","Python, Data Analysis, Statistics",3,Advanced Python Programming & Data Science Masterclass; Professional Skill Development: Data Analysis
235,Employee #235,Sales,Sales Representative,2325.0,No,0.9162,HIGH,82.48,HIGH,"Communication, CRM","Cold Calling, Salesforce, Customer Service",3,Professional Skill Development: Cold Calling; Salesforce CRM Administrator & Cloud Management
238,Employee #238,Research & Development,Laboratory Technician,2088.0,No,0.3048,MEDIUM,82.16,HIGH,"Data Entry, Quality Control","Lab Safety, Sample Preparation, Excel",3,ISO Certified Laboratory Safety & Bio-hazard Compliance; Professional Skill Development: Sample Preparation
239,Employee #239,Research & Development,Laboratory Technician,3072.0,No,0.0162,LOW,83.7,HIGH,"Excel, Lab Safety, Data Entry","Sample Preparation, Quality Control",2,Professional Skill Development: Sample Preparation; Six Sigma Quality Assurance & Process Improvement
240,Employee #240,Sales,Sales Executive,5006.0,Yes,0.14,LOW,70.92,MEDIUM,"Negotiation, Communication, Salesforce","CRM Software, Lead Generation, Excel",3,Professional Skill Development: CRM Software; B2B Digital Marketing & Modern Sales Pipelines
